"student_id","surname","name","stipend","kurs","city","birthday","univ_id"
1804,Лавлинский,Александр,130,4,Красноуральск,1982-04-26,67
1805,Перетятько,Антонина,370,3,Киренск,1980-09-08,73
1806,Коноплева,Елена,220,1,Гороховец,1982-02-25,52
1807,Медведчук,Иван,190,3,Сретенск,1984-05-31,13
698,Афанасьева,Татьяна,60,1,Фокино,1985-10-24,73
699,Трунтаев,Павел,100,2,Барабинск,1983-04-03,71
700,Кулыгина,Галина,390,3,Кронштадт,1982-12-23,73
701,Стрыгина,Елена,430,3,Волгореченск,1986-09-07,31
702,Назарова,Александра,100,4,Сурск,1985-03-03,16
703,Гулий,Михаил,490,2,Реж,1982-06-07,4
704,Косяков,Андрей,230,4,Оса,1981-01-10,39
705,Рогачева,Антонина,320,4,Грязовец,1988-06-17,43
706,Демиденко,Инна,130,1,Онега,1985-05-25,33
707,Романов,Дмитрий,290,4,Пятигорск,1988-07-20,50
708,Дурова,Елена,60,4,Петушки,1988-02-16,64
709,Анучина,Наталья,100,3,Лабытнанги,1984-03-08,76
710,Безручко,Оксана,80,3,Кувандык,1983-11-07,38
711,Черненко,Леонид,340,1,Качканар,1984-03-01,31
712,Сурова,Ирина,350,3,Узловая,1983-05-27,93
713,Швецова,Екатерина,470,3,Морозовск,1988-11-23,51
714,Мартышов,Евгений,80,4,Железноводск,1980-08-22,22
715,Зотов,Сергей,110,2,Балашиха,1981-08-01,57
716,Арсенова,Ирина,250,2,Вилюйск,1984-09-09,58
717,Пономарева,Анна,100,1,Кисловодск,1980-09-19,52
718,Калачева,Мария,170,3,Североморск,1988-03-25,41
719,Миронова,Анна,240,1,Рязань,1980-04-03,45
720,Чирков,Александр,440,3,Бузулук,1982-04-18,73
721,Илларинов,Алексей,110,4,Шарья,1983-10-21,43
722,Белозерцева,Ирина,320,4,Новая Ляля,1988-05-02,71
723,Шилина,Ольга,230,3,Боготол,1980-07-09,50
724,Сафонова,Елена,110,3,Козельск,1984-07-27,76
725,Домарева,Наталья,190,3,Долматово,1980-10-23,43
726,Синеокова,Ирина,100,1,Котельниково,1985-11-14,95
727,Минакова,Наталья,410,3,Киржач,1982-12-13,70
728,Лавлинская,Юлия,110,1,Наро-Фоминск,1981-07-17,66
729,Квасова,Марина,520,2,Елизово,1985-03-06,72
730,Дорохина,Елена,400,1,Улан-Удэ,1982-06-15,14
731,Шайда,Владислав,420,2,Тольятти,1984-12-29,69
732,Даньшина,Юлия,190,3,Малоярославец,1985-01-09,66
733,Гудков,Вячеслав,280,3,Тара,1986-05-01,83
734,Ашуркова,Екатерина,480,3,Вуктыл,1984-02-16,91
735,Бабенко,Антон,480,4,Междуреченск,1989-03-08,9
736,Штроо,Антон,180,2,Североморск,1986-06-27,40
737,Проскуряков,Александр,80,4,Ухта,1983-03-04,30
738,Кудаев,Вадим,360,4,Советская Гавань,1980-10-22,9
739,Сморчкова,Елена,480,3,Гороховец,1989-07-27,1
740,Бузуверова,Яна,190,2,Светогорск,1986-02-14,94
741,Глазкова,Ольга,440,2,Арамиль,1983-11-21,43
742,Тихоненко,Сергей,270,2,Гатчина,1987-03-04,34
743,Сергеева,Евгения,360,2,Оренбург,1985-08-19,21
744,Кривушина,Оксана,530,4,Исполиновка,1989-04-13,82
745,Рязанцев,Максим,400,2,Урай,1982-07-17,22
746,Богданова,Ольга,210,3,Лениногорск,1987-05-30,66
747,Евтушенко,Ксения,120,1,Чердынь,1985-05-18,34
748,Змаева,Светлана,130,2,Спас-Клепики,1988-11-14,76
749,Орлова,Елена,530,4,Кузнецк,1985-05-09,54
750,Стрельников,Виталий,180,3,Ржев,1988-08-25,23
751,Герасимова,Татьяна,300,3,Зверево,1981-11-15,25
752,Вобликова,Наталья,430,3,Новосокольники,1984-10-13,66
753,Сушков,Александр,260,3,Трубчевск,1982-03-31,14
754,Шарыкин,Антон,390,4,Сортавала,1980-06-01,35
755,Косарева,Юлия,190,1,Зея,1989-11-04,42
756,Пустовалов,Алексей,180,1,Белоярский,1983-12-09,31
757,Паршина,Екатерина,60,3,Тосно,1981-07-08,15
758,Якушева,Юлия,260,1,Волгодонск,1989-12-04,14
759,Ефимов,Роман,100,2,Когалым,1981-09-19,94
760,Шепелева,Ирина,520,2,Обоянь,1987-02-07,47
761,Мельченко,Евгения,90,3,Константиновск,1988-03-01,21
762,Барбашинов,Андрей,290,3,Одинцово,1985-09-02,76
763,Страдомская,Мария,320,1,Суворов,1984-08-03,56
764,Студеникина,Юлия,420,1,Гороховец,1980-12-28,71
765,Ефимова,Мария,140,1,Елабуга,1988-11-10,26
766,Куликова,Екатерина,280,3,Югорск,1983-12-19,56
767,Капкаева,Оксана,500,4,Кулебаки,1982-08-20,67
768,Тимашов,Дмитрий,180,3,Новый Уренгой,1986-10-15,93
769,Древаль,Дмитрий,190,1,Починок,1988-12-08,62
770,Мироненко,Наталья,260,3,Сортавала,1985-12-13,28
771,Пешков,Сергей,540,4,Глазов,1981-05-23,48
772,Янущик,Элина,180,3,Сходня,1988-09-12,33
773,Анищенко,Екатерина,160,3,Баксан,1989-06-25,5
774,Берестовая,Екатерина,440,4,Ковылкино,1984-11-05,24
775,Чулков,Александр,90,2,Петушки,1983-04-29,51
776,Максимова,Галина,510,3,Горнозаводск,1988-08-06,54
777,Шехавцов,Сергей,540,3,Октябрьск,1984-12-03,69
778,Нечипоренко,Александр,240,1,Биробиджан,1985-10-02,35
779,Логачева,Евгения,190,1,Сарс,1986-04-29,22
780,Пономарева,Татьяна,360,2,Еманжелинск,1985-05-07,12
781,Разуменко,Алексей,540,1,Белоусово,1984-02-04,39
782,Сложеницына,Елена,320,3,Очер,1982-12-02,6
783,Гапоненко,Юлия,150,4,Дрезна,1989-05-15,47
784,Тюмин,Сергей,380,4,Миасс,1989-12-08,42
785,Лисовой,Сергей,320,1,Белово,1980-04-14,46
786,Шевцов,Владимир,250,1,Мамадыш,1981-10-07,71
787,Ивлева,Татьяна,350,3,Белозерск,1982-01-10,10
788,Пупавцева,Людмила,400,3,Волжск,1980-01-11,62
789,Свиридова,Елена,190,1,Петровск-Забайкальский,1988-03-05,9
790,Мартынцова,Наталия,120,1,Пугачев,1985-07-15,3
791,Курлыкина,Елена,320,2,Новоржев,1987-01-31,74
792,Фомин,Сергей,380,2,Теберда,1989-11-19,65
793,Хрипушина,Ольга,520,2,Калач-на-Дону,1988-03-18,91
794,Кривцов,Андрей,180,4,Усть-Лабинск,1988-12-02,44
795,Ожерельев,Сергей,90,3,Анадырь,1988-01-06,77
796,Литвинов,Николай,110,3,Свердловск-45,1984-07-11,2
797,Орлов,Дмитрий,100,4,Плес,1981-04-16,54
798,Астахов,Геннадий,160,2,Зеленоградск,1983-06-20,85
799,Копылова,Ирина,240,4,Шарья,1985-05-31,2
800,Крылова,Ирина,440,3,Верхняя Тура,1988-11-14,79
801,Носков,Максим,310,4,Саров,1989-04-12,78
802,Ляшенко,Александр,290,2,Буйнакск,1982-02-18,70
803,Стародубцев,Максим,170,2,Новомосковск,1989-03-28,34
804,Вичина,Татьяна,210,2,Новоржев,1985-10-21,58
805,Терехов,Александр,160,3,Микунь,1989-06-03,14
806,Волков,Максим,220,4,Смоленск,1982-11-18,50
807,Самойлов,Алексей,520,1,Питкяранта,1986-01-04,79
808,Попова,Екатерина,420,1,Мелединская,1988-12-18,75
809,Железнюк,Антон,440,1,Павловский Посад,1982-11-17,79
810,Солодовникова,Марина,520,3,Тверь,1983-07-26,43
811,Малеев,Денис,140,4,Владикавказ,1982-09-04,41
812,Данилян,Андрей,220,1,Красногорск,1989-01-31,55
813,Макунин,Максим,500,2,Чита-47,1980-08-02,97
814,Лынов,Павел,110,2,Судрома,1983-01-06,39
815,Чулков,Александр,230,4,Великие Луки,1981-05-31,92
816,Суханов,Юрий,200,1,Приморск,1984-10-17,94
817,Кириллина,Валерия,400,4,Грязи,1981-10-25,62
818,Дунаев,Сергей,150,1,Белокуриха,1985-08-20,73
819,Патрин,Михаил,350,1,Балей,1982-01-22,41
820,Кулик,Андрей,60,1,Сергач,1981-08-09,9
821,Уразов,Евгений,110,4,Чехов-2,1983-05-23,45
822,Стеценко,Андрей,530,4,Сарс,1989-05-28,54
823,Захарова,Елена,170,4,Фролово,1981-05-10,3
824,Проскуряков,Роман,360,4,Юрьев-Польский,1985-02-02,82
825,Киселев,Виталий,190,3,Киреевск,1980-01-17,32
826,Тябот,Евгений,120,4,Кимовск,1989-07-21,20
827,Кочнева,Ирина,330,2,Торопец,1980-10-15,80
828,Лебедев,Сергей,50,1,Павловск,1986-12-09,73
829,Крупник,Сергей,50,3,Альметьевск,1988-11-19,7
830,Чичеров,Евгений,220,1,Лебедянь,1982-10-24,50
831,Сафонов,Антон,150,3,Туапсе,1987-03-13,4
832,Пурескин,Илья,370,3,Копейск,1984-11-09,61
833,Шадчнев,Евгений,250,4,Сосновка,1983-06-28,32
834,Шрамченко,Юрий,210,1,Чистополь,1989-07-17,87
835,Черницын,Дмитрий,160,1,Дербент,1982-11-25,49
836,Киселев,Виталий,480,2,Кирово-Чепецк,1980-01-11,15
837,Кошелев,Александр,360,3,Ногинск,1985-06-10,10
838,Ланин,Антоний,410,1,Березовский,1983-09-06,4
839,Князев,Андрей,120,3,Гурьевск,1984-07-01,89
840,Скориданов,Александр,270,1,Ногинск,1988-02-26,52
841,Пономаренко,Елена,530,2,Чкаловск,1984-01-06,4
842,Просветов,Вадим,520,3,Сортавала,1982-08-26,30
843,Новиков,Андрей,130,4,Клин,1982-03-12,16
844,Шульга,Николай,260,1,Нелидово,1982-09-24,6
845,Пчелинцев,Евгений,60,4,Углич,1986-10-01,64
846,Кузнецова,Евгения,480,3,Кудымкар,1982-04-28,67
847,Аленин,Алексей,220,4,Луза,1983-09-05,22
848,Слаутинский,Денис,490,3,Унеча,1981-07-15,8
849,Багаев,Евгений,280,3,Бутурлиновка,1986-07-09,96
850,Смирнов,Александр,140,3,Каменногорск,1984-03-09,3
851,Гребенюк,Антон,400,4,Новохоперск,1989-06-22,77
852,Косинов,Дмитрий,510,3,Кизляр,1980-02-05,64
853,Косяков,Виталий,400,2,Суздаль,1983-01-09,36
854,Гужвин,Григорий,510,3,Апрелевка,1984-08-27,8
855,Тестов,Дмитрий,210,4,Великое,1988-10-31,1
856,Бурдина,Наталья,60,3,Семенов,1988-01-22,91
857,Глебов,Александр,380,1,Шагонар,1989-02-23,46
858,Неделин,Даниил,200,3,Нижний Тагил,1988-10-30,23
859,Гонтарь,Владимир,530,4,Горняк,1987-12-10,12
860,Лаврова,Татьяна,280,1,Стародуб,1987-03-12,19
861,Башканова,Наталия,160,4,Мензелинск,1985-03-27,57
862,Корчагин,Александр,510,3,Кохма,1983-08-06,18
863,Уграицкая,Наталья,400,3,Юрюзань,1984-09-09,46
864,Шубин,Дмитрий,450,4,Оханск,1981-12-31,84
865,Бунина,Вера,500,4,Ставрополь,1986-08-16,87
866,Костенко,Максим,130,2,Ленск,1987-04-23,1
867,Попова,Татьяна,430,1,Ключи,1986-08-29,34
868,Бердникова,Екатерина,210,4,Данков,1986-08-13,98
869,Чурсина,Наталия,210,1,Артемовский,1982-07-18,22
870,Крамаренко,Илья,500,1,Анива,1986-01-24,18
871,Красножон,Андрей,330,1,Закаменск,1981-08-17,90
872,Обризанова,Вера,440,1,Луговский,1984-02-04,18
873,Рязанцева,Олеся,200,3,Зерноград,1986-09-22,53
874,Гончаров,Денис,250,4,Салаир,1988-09-18,51
875,Митин,Илья,190,1,Волгодонск,1982-03-13,68
876,Белоусова,Эльвира,280,4,Дзержинск,1986-07-25,69
877,Ломакина,Светлана,160,1,Шилка,1982-10-21,9
878,Назарьев,Александр,330,2,Стародуб,1985-08-21,30
879,Николаенко,Ирина,520,3,Междуреченск,1988-11-19,68
880,Сушкова,Ирина,420,2,Нязепетровск,1987-06-30,40
881,Бушмин,Михаил,380,2,Тамбов,1989-11-12,97
882,Черепнина,Юлия,100,1,Мантурово,1988-06-23,86
883,Глушенкова,Юлия,340,3,Аргуновский,1988-05-07,13
884,Новичихин,Евгений,80,2,Белокуриха,1989-07-29,81
885,Панкова,Марина,150,3,Медногорск,1986-03-26,77
886,Латкина,Юлия,290,4,Верея,1980-10-19,43
887,Попова,Дарья,510,1,Воскресенск,1985-11-19,16
888,Хусаинова,Ирина,400,4,Нерюнгри,1984-04-21,22
889,Глаэырина,Галина,300,2,Бодайбо,1981-10-28,5
890,Древаль,Светлана,110,2,Хасавюрт,1981-11-30,95
891,Голощапов,Дмитрий,500,4,Лахденпохья,1984-01-24,21
892,Быков,Роман,110,2,Киржач,1981-11-29,70
893,Лачугина,Ольга,380,1,Новохоперск,1982-03-07,24
894,Пронин,Сергей,520,4,Вологда,1988-10-21,49
895,Гладких,Максим,360,3,Фокино,1981-08-15,76
896,Захаров,Роман,340,3,Завитинск,1982-09-21,78
897,Меланьина,Ольга,200,4,Североуральск,1989-07-20,29
898,Покидышева,Елена,450,1,Покачи,1983-06-09,98
899,Воронцев,Андрей,480,4,Красногорск,1989-05-10,83
900,Попов,Максим,90,4,Кушва,1983-06-29,67
901,Зеленин,Константин,230,3,Костерево,1989-01-10,69
902,Макарова,Светлана,200,1,Ключи,1985-04-04,71
903,Гусева,Маргарита,50,1,Светогорск,1982-04-05,18
904,Шишов,Павел,190,1,Бакал,1984-11-13,41
905,Прядкин,Александр,210,2,Сафоново,1980-03-10,9
906,Караваева,Елена,290,1,Советск,1981-05-23,83
907,Капранчикова,Оксана,190,4,Мариинск,1989-07-06,25
908,Козлова,Елена,320,1,Щекино,1988-07-15,60
909,Свешникова,Светлана,520,3,Нижние Серги,1987-03-26,38
910,Волков,Илья,500,4,Оса,1989-02-28,61
911,Арсентьева,Елена,260,4,Суздаль,1986-10-17,44
912,Перьков,Юрий,350,3,Серов,1985-03-09,38
913,Стародубцев,Константин,330,2,Солга,1983-02-05,30
914,Авдеев,Максим,230,1,Октябрьский,1988-06-24,30
915,Филиппова,Татьяна,90,1,Острогожск,1987-04-12,90
916,Шуваева,Юлия,100,1,Куса,1986-10-17,71
917,Золотарев,Дмитрий,520,1,Гаврилов Посад,1985-06-14,61
918,Муконина,Ольга,280,1,Красноуфимск,1983-10-05,87
919,Глазунова,Анна,90,4,Тобольск,1980-11-20,24
920,Нецепляев,Сергей,240,3,Абинск,1989-06-24,29
921,Денисова,Анна,540,4,Луговский,1985-02-13,44
922,Назарьева,Наталья,90,4,Олонец,1987-11-13,5
923,Суркова,Екатерина,420,1,Инсар,1983-04-01,58
924,Чернышова,Елена,100,2,Великое,1985-05-12,72
925,Шабунина,Екатерина,470,4,Фокино,1989-11-05,57
926,Савченко,Юлия,180,3,Минеральные Воды,1982-11-11,4
927,Федоров,Виктор,170,2,Макушино,1988-10-03,22
928,Лебедева,Анна,310,1,Котовск,1984-08-07,53
929,Тутов,Евгений,160,2,Дятьково,1988-11-24,47
930,Лихацких,Надежда,410,1,Новосиль,1984-11-06,46
931,Зуева,Алина,410,1,Находка,1984-05-11,43
932,Попова,Ирина,350,1,Агинское,1981-03-19,35
933,Жиляева,Юлия,450,1,Биробиджан,1986-06-22,60
934,Сергеев,Сергей,400,2,Вязьма,1982-11-21,90
935,Молокова,Оксана,190,2,Николаевск,1983-04-17,35
936,Мысков,Евгений,180,3,Дно,1988-09-18,22
937,Клочков,Павел,270,3,Ногинск,1984-05-08,10
938,Жидов,Юрий,310,1,Буинск,1984-03-10,28
939,Аникеев,Вячеслав,360,3,Шацк,1980-07-14,12
940,Липатова,Алла,220,4,Новосокольники,1984-04-06,3
941,Роев,Дмитрий,180,1,Реутов,1986-10-22,3
942,Анохин,Роман,260,2,Чкаловск,1980-07-05,90
943,Баранов,Евгений,300,2,Орел,1984-03-05,36
944,Мельченко,Евгения,230,3,Бор,1982-04-03,30
945,Ковалева,Ольга,370,1,Купино,1983-03-27,66
946,Арнаутов,Евгений,50,2,Тольятти,1983-01-28,4
947,Лунина,Анна,200,3,Новошахтинск,1989-05-20,9
948,Гулевская,Мария,430,1,Красное Село,1981-02-19,1
949,Талдыкина,Наталья,180,4,Кашира,1986-05-26,61
950,Подгорова,Елена,90,1,Кирс,1985-11-17,16
951,Гуц,Светлана,460,2,Нея,1984-03-31,25
952,Колядинцев,Денис,280,3,Спас-Деменск,1989-05-31,8
953,Пивоваров,Кирилл,140,2,Ханты-Мансийск,1986-11-23,62
954,Бобрякова,Ольга,460,1,Азнакаево,1989-09-04,29
955,Вязова,Дарья,320,1,Георгиевск,1989-02-16,79
956,Букреев,Виктор,70,3,Красноуральск,1989-06-25,76
957,Перов,Олег,470,4,Тавда,1986-08-28,53
958,Квашнин,Алексей,380,4,Дагестанские Огни,1981-07-24,33
959,Борзенков,Николай,170,3,Отрадное,1983-11-25,80
960,Шаров,Алексей,260,2,Светлоград,1980-05-17,5
961,Марченко,Дмитрий,350,2,Карачев,1987-02-02,54
962,Колдаева,Елена,60,3,Старица,1987-05-18,72
963,Медведева,Наталья,430,2,Туймазы,1989-07-20,9
964,Япрынцев,Александр,230,3,Миньяр,1983-01-01,72
965,Сенчищев,Евгений,450,3,Идрица,1989-09-25,89
966,Бражников,Александр,180,4,Троицк,1986-12-29,46
967,Николаев,Роман,110,3,Дальнереченск,1983-08-28,31
968,Лустина,Людмила,440,4,Шенкурск,1984-01-16,94
969,Лузганов,Андрей,480,1,Руза,1989-12-13,64
970,Криль,Наталья,,4,Белово,1984-07-18,1
971,Шеменева,Татьяна,280,3,Тотьма,1981-02-22,57
972,Дудецкая,Галина,50,3,Витимский,1986-12-29,24
973,Баутина,Наталья,430,4,Курганинск,1986-08-01,89
974,Гудкова,Наталия,360,3,Хужир,1988-09-03,46
975,Великородный,Алексей,220,4,Сланцы,1984-11-04,11
976,Филиппова,Татьяна,160,4,Добрянка,1981-07-07,25
977,Иноземцева,Ирина,450,3,Новый Оскол,1983-02-01,2
978,Кипрушева,Наталия,400,1,Ленск,1980-01-15,49
979,Быкова,Людмила,290,4,Сольвычегодск,1982-05-03,13
980,Борисов,Евгений,420,1,Дмитров,1984-08-26,93
981,Дремова,Елена,370,3,Абакан,1988-01-27,45
982,Гондарев,Владимир,550,1,Югорск,1985-11-22,43
983,Кузнецова,Елена,100,2,,1988-05-31,47
984,Маслов,Павел,130,1,Брянск,1980-01-31,82
985,Родионов,Станислав,540,1,Аша,1985-10-08,25
986,Комаров,Никита,120,1,Николаевск,1984-03-25,73
987,Тимохина,Татьяна,70,1,Березовский,1984-11-20,37
988,Гуровская,Наталья,100,1,Михайловск,1983-11-13,41
989,Боярская,Ирина,200,1,Чайковский,1989-04-17,42
990,Ледовских,Марина,440,4,Йошкар-ола,1982-02-12,83
991,Буслов,Евгений,420,1,,1981-11-14,34
992,Щербакова,Наталья,240,2,Медвежьегорск,1987-12-03,9
993,Константинова,Татьяна,410,3,Элиста,1982-04-25,71
994,Холодова,Светлана,280,1,Карачаевск,1985-10-03,80
995,Рожков,Николай,350,1,Шестаково,1987-05-14,30
996,Холкина,Анастасия,440,2,Нариманов,1984-09-24,11
997,Калугина,Надежда,340,2,Видное,1986-12-14,44
998,Мишустин,Олег,320,2,Назрань,1982-01-06,53
999,Толоконникова,Елена,160,4,Мама,1984-04-24,21
1000,Борисов,Дмитрий,390,1,Георгиевск,1989-05-22,28
1001,Мешков,Максим,360,4,Тетюши,1988-07-05,42
1002,Узберг,Инна,240,3,Семикаракорск,1983-10-19,39
1003,Кузнецов,Сергей,380,3,Владивосток,1986-10-12,92
1004,Афиногенова,Алена,140,4,Моршанск,1987-08-24,63
1005,Уколова,Ирина,370,3,Лысьва,1989-11-20,27
1006,Морозова,Елена,460,1,Шатура,1984-02-03,46
1007,Богданова,Елена,330,4,Кондрово,1989-08-22,8
1008,Пехтерева,Надежда,370,1,Горно-Алтайск,1980-12-06,18
1009,Тюленева,Юлия,150,1,Сусуман,1981-03-28,39
1010,Данилова,Анна,430,4,Уварово,1986-01-19,78
1011,Сигова,Ирина,110,3,Артемовск,1988-04-24,4
1012,Калугина,Ирина,440,2,Нижний Тагил,1982-01-18,37
1013,Белокрылова,Светлана,350,3,Каргат,1982-10-02,66
1014,Супонева,Людмила,140,4,Лангепас,1988-12-10,35
1015,Глазова,Юлия,470,2,Семенов,1987-11-14,44
1016,Ягнина,Елена,270,3,Севск,1987-08-09,13
1017,Смирнова,Наталия,90,4,Березовский,1981-02-25,55
1018,Болтнев,Роман,510,1,Ливны,1982-04-23,62
1019,Зверев,Сергей,400,3,Вытегра,1983-03-19,85
1020,Турыгина,Нина,530,2,Череповец,1985-09-30,33
1021,Плаксин,Никита,290,3,Островной,1982-09-28,94
1022,Неделин,Даниил,120,3,Уржум,1983-02-27,3
1023,Лебедева,Елена,220,3,Жигулевск,1984-07-12,33
1024,Суханова,Анна,420,3,Шумиха,1980-04-20,26
1025,Кулакова,Оксана,140,3,Туапсе,1988-07-19,36
1026,Чернухина,Ольга,260,3,Островной,1983-08-17,43
1027,Колесникова,Инна,90,4,Белоусово,1984-10-04,6
1028,Мишакина,Ирина,250,1,Карпинск,1984-12-10,35
1029,Бабичева,Екатерина,300,1,Белокуриха,1989-07-16,97
1030,Тарнакин,Максим,310,4,Козельск,1988-10-18,72
1031,Кузнецов,Сергей,170,4,Видное,1988-04-01,48
1032,Иванова,Ирина,330,4,Мензелинск,1983-06-25,18
1033,Проскуряков,Андрей,340,1,Дальнегорск,1982-04-30,77
1034,Иванченко,Андрей,330,4,Алзамай,1987-03-09,5
1035,Мякинина,Ирина,430,4,Вяземский,1982-05-31,49
1036,Калинина,Ирина,70,2,Белая Холуница,1984-10-18,66
1037,Таранков,Николай,400,1,Каргополь,1988-05-06,77
1038,Паршина,Елена,180,1,Воскресенск,1988-07-29,9
1039,Воробьева,Марина,160,3,Демидов,1986-06-13,46
1040,Комарова,Анна,230,3,Светогорск,1983-08-18,84
1041,Кретинина,Екатерина,240,4,Чадан,1982-01-23,96
1042,Шипилова,Людмила,130,2,Пермь,1986-09-21,76
1043,Вострикова,Марина,480,2,Печора,1984-01-20,30
1044,Наумова,Юлия,370,2,Саров,1980-09-08,70
1045,Сашникова,Татьяна,410,1,Таруса,1985-12-28,71
1046,Алехина,Екатерина,70,4,Фролово,1986-08-03,98
1047,Беда,Руслан,500,1,Хабаровск,1989-02-11,95
1048,Прядкина,Елена,70,4,Черемхово,1988-04-12,85
1049,Борисова,Елена,60,4,Братск,1983-03-26,48
1050,Коротких,Роман,160,1,Лиски,1988-08-08,39
1051,Куцова,Наталия,400,1,Белев,1986-05-03,84
1052,Солнцева,Марина,440,2,Нарткала,1980-01-15,26
1053,Бавыкина,Анна,130,3,Емва,1980-03-31,24
1054,Бухтоярова,Валентина,160,3,Удомля,1984-09-16,26
1055,Сашникова,Татьяна,100,2,Белев,1980-10-09,12
1056,Овчаренко,Андрей,100,1,Шахты,1985-09-14,97
1057,Яровенко,Алексей,520,3,Ветлуга,1985-07-23,98
1058,Гапоненко,Юлия,520,4,Тотьма,1983-07-15,4
1059,Кривушина,Оксана,160,4,Саяногорск,1983-03-20,86
1060,Кремер,Ольга,400,3,Горнозаводск,1984-10-28,91
1061,Шестопалова,Елена,520,2,Троицк,1982-03-19,15
1062,Ягнина,Елена,310,4,Отрадное,1984-08-08,11
1063,Винокуров,Владислав,420,3,Кимовск,1980-07-03,80
1064,Страдомская,Мария,440,2,Ярославль,1985-03-03,96
1065,Шестопалова,Елена,290,4,Новочеркасск,1984-06-23,69
1066,Галкина,Виктория,220,2,Верещагино,1983-11-11,73
1067,Кривошеев,Станислав,60,4,Горняк,1982-07-14,59
1068,Агупова,Юлия,190,3,Зеленогорск,1984-09-03,85
1069,Чуркин,Александр,180,4,Межгорье,1981-11-07,48
1070,Бессонов,Вадим,100,3,Демидов,1985-05-14,42
1071,Винокуров,Станислав,470,4,Духовщина,1980-03-03,19
1072,Бабкина,Марина,230,1,Братск,1987-11-21,84
1073,Соколова,Татьяна,130,3,Мамадыш,1985-09-14,11
1074,Велиханов,Эльмар,300,2,Балашов,1986-07-18,92
1075,Чаплыгина,Алена,340,2,Татарск,1980-10-18,95
1076,Белова,Ольга,80,2,Краснодар,1980-08-02,92
1077,Сорогина,Татьяна,410,3,Арсеньев,1986-08-22,91
1078,Шехавцов,Сергей,240,3,Чаплыгин,1986-10-12,88
1079,Свительская,Ксения,120,3,Отрадный,1980-09-12,12
1080,Лыкова,Елена,270,2,Лермонтов,1988-07-20,29
1081,Мораш,Сергей,130,2,Саянск,1982-12-24,56
1082,Крамаева,Екатерина,190,4,Татарск,1981-09-25,67
1083,Лежнева,Ольга,500,1,Одинцово,1986-01-07,92
1084,Перов,Евгений,200,4,Муравленко,1989-04-12,4
1085,Гринюк,Олеся,420,1,Себеж,1983-05-08,76
1086,Мельченко,Евгения,220,2,Урюпинск,1988-03-15,87
1087,Святкин,Александр,300,3,Ртищево,1986-07-06,74
1088,Галкина,Виктория,220,1,Змеиногорск,1987-06-29,51
1089,Глазунова,Оксана,160,4,Новокуйбышевск,1988-11-17,27
1090,Емельянов,Виктор,390,3,Видим,1986-12-07,73
1091,Сенцова,Елена,160,3,Лиски,1988-09-30,78
1092,Бобрякова,Ольга,160,4,Свердловск-44,1988-03-21,84
1093,Турбин,Игорь,220,4,Новомичуринск,1982-12-08,48
1094,Борисов,Дмитрий,180,2,Одинцово-10,1983-02-02,19
1095,Гончаров,Александр,200,2,Подольск,1988-02-10,15
1096,Кузнецова,Юлия,290,4,Чулым,1983-06-27,33
1097,Масюкова,Янита,470,2,Отрадное,1988-10-26,78
1098,Глебов,Александр,430,2,Кедровый,1986-11-16,48
1099,Марюшенкова,Анна,270,1,Оханск,1981-03-03,58
1100,Колпачева,Ульяна,120,3,Куровское,1981-03-01,83
1181,Лысенко,Константин,290,4,Буй,1985-11-01,58
1101,Манаенкова,Виктория,180,2,Малая Липовка,1988-07-27,82
1102,Киреева,Марина,210,2,Кыштым,1989-02-03,56
1103,Дроздов,Александр,260,3,Верхотурье,1982-09-27,96
1104,Лисицын,Дмитрий,510,3,Нязепетровск,1987-02-24,59
1105,Шадчнев,Евгений,420,3,Сычевка,1988-02-05,25
1106,Ковешникова,Елена,50,1,Челябинск,1988-12-04,54
1107,Южакова,Татьяна,240,3,Верхнеуральск,1984-04-30,55
1108,Соколова,Татьяна,450,2,Тогучин,1984-06-01,61
1109,Пономарева,Ирина,220,4,Артемовский,1986-10-25,51
1110,Панарина,Надежда,240,4,Асбест,1983-11-20,6
1111,Мерчанская,Екатерина,200,2,Луга,1983-03-06,24
1112,Семенюта,Дмитрий,520,4,Невельск,1985-01-07,96
1113,Анохин,Илья,400,4,Ясный,1982-02-23,2
1114,Глущенко,Ольга,240,3,Чехов,1984-03-11,33
1115,Грицынин,Семен,480,3,Нолинск,1983-07-24,69
1116,Соболева,Валерия,400,3,Кореновск,1983-09-16,55
1117,Рудакова,Людмила,150,1,Рассказово,1981-11-14,42
1118,Искусных,Татьяна,390,4,Партизанск,1986-06-28,20
1119,Воротнюк,Михаил,310,2,Элиста,1984-09-16,9
1120,Москова,Наталья,360,2,Новый Куваш,1984-03-08,93
1121,Долголев,Андрей,360,2,Бирск,1989-11-02,96
1122,Шатапова,Екатерина,530,1,Братск,1984-03-10,39
1123,Шатровский,Евгений,320,1,Кушва,1981-12-05,35
1124,Пчельникова,Анна,280,2,Кизилюрт,1981-08-21,73
1125,Толстых,Илья,190,4,Кировск,1982-12-24,39
1126,Шуваева,Юлия,510,1,Унеча,1984-04-26,93
1127,Литаврин,Дмитрий,250,4,Касимов,1980-03-05,72
1128,Белогорцева,Елена,320,1,Карачев,1987-08-08,21
1129,Шуршикова,Елена,540,2,Медвежьегорск,1980-01-04,33
1130,Крамарева,Екатерина,540,1,Сочи,1983-03-14,47
1131,Поротникова,Яна,390,4,Серпухов,1981-11-17,81
